S_ID,Down
53f232cb66291d38e71c7dfedd87b3c1,2
5b74ffc34529b7d60c1b5a9e0f615161,3
5f99d26c62af19080e122db8fea7271a,3
6072c9cd0e826941017094ab7f7680dc,2
617c48355cd69e2f08e1cb6d765bea37,4
6476eb6c784f865e3d6bb678d8551c9b,2
68af8cc34066bcbcca1b1520af03a269,4
69a74dbdba02508090a1db7f881244eb,1
6da4e4cffa145dd37cf9d3e4321dd9f8,3
6ff4e75568ae8da1ee238642ddc3215b,1
7adb5c39839fe122f455d1a579c1c2fd,2
7d2065c48155b90499e77775b5bf8d85,1
7e5a7dcd26882ac46013176a044db2a4,3
83ea99d6211b8e062f882a0d8f1718a7,2
88291d06824ce01a79f8f62eeb68e560,4
8c29737ce9c63c03977b60c02c2482fd,3
96162ff78465c880b968f5a30f49ab3c,2
97a0e275bb2a8a8aac630eede3c75d96,2
9a3fc108aaa8c87a6db79c1128046114,2
9eab3919dd4d0462e02a9848a73c5d1c,4
b0d1338269225340dee2b59df3891bd4,4
b16200fd9ab477dcdf5a3da8bede5800,2
b41dac026fe574c0943439a3e7ffbb7f,2
b41ec01306467bc824d865294757e683,2
b94ec02cfd723d2205c7c6153cc37393,2
bf3ae4ace066af13b806a31d6b019d31,3
c5bb55fadf3598ad83a9efe777c7b955,3
c7724c2bcb0981550796c3a92ec8e6de,2
c87576b58c8df81b69aaecd481807897,3
c994912490ff24570503d32d8cd60c5e,3
cbfee56693f0077942da1d35fe468663,3
d6c30ef1b7ee8e5ea07340ac14b2c63e,3
e6236a66aa7ac4b3512b4fe7050f0309,3
ec95959d21075a637c0c0eda993fb19a,3
ed13d624dbaeee1a1d83bad953d37d5e,5
ed743e867f2d2d1cee1788bb88165cd4,3
edf47c5fcd49682b0d898bf2995a68b0,3
f0327ac36de67e6f835e689963fd493d,4
f3eb09f3e183f8697b738e97f5cf4728,2
fc799178a9f4740eecb8af36621d5335,3
fd46ee663f3ed308dce05e69064e2bf2,2
fa893b0576b470bfe8b90b74585b5426,4
36b6ebe1c9863e18b2acfa00d1966b3d,2
42dca1228a0b81deeabaadd2a81d8fd3,1
64800c17150a07ae6c5fc0cdd3d2ac28,1
6ece0529c457a0609dea3d1ab07406bb,2
9036b9029493714765d6ec2ef0acb29c,1
b45554d8211d6ed02af26aab558b0abc,2
b6dc2150e83a7426fd1f18d2ef0db02d,1
bd35224b18d80abff5efe8f7799b36e5,3
c2d5d0eb49ec1d1e2e1f05ac60bbdd02,1
dd8f77d526a295ef3a3b4e4307d9ef02,1
f24dd86bb418dcb89f8db22673b9c3e7,2
0b156447d8f02cc1f9eb785db6e9f750,2
5a481bf070189b61a78f4a15bb2c12e5,2
65a91685a34b59cae88453aeefd1dfed,2
9b574533ea63d8a47174d13dcfc8db14,2
a004dfb5031ee89a08579a7ef6278d56,2
d603f900d3bfeae11db7e637e860bb40,1
2a8fa6e29181a424c67be8e8e89cdb89,0
8bd878c06cd950b29dd5507be925e8c3,1
defd690494b744785cbc775b55115036,1
ee0962ee613ae7b7a07f75e21b2580cc,2
0319d94f60d052f2e665de6f333afc19,4
0bad9068b6ee68493aeaf349095ef9da,2
0eb4a2e736577777f007f3e311cda167,2
11915623f84153d8324ed62fd51936eb,1
14df1d3a82127ff1d220bd246ca7ce2a,1
19926921b7edd3ac6db6648bb29265df,2
1c662cff73bb7996931a4a3dece8adb3,2
204031504e81993f7321260798949384,1
382bda5f71a23b818a9d2db13e9f0f15,2
38935946b86a1c51d5dc057f75c982a4,4
408a2c5f6d3df25a66dc9d6cbd4ab694,1
417ca6845249025f6e53f0d2429bfc97,2
446bf98e6493ee65b01d45d6a608c46e,2
4590a6f07229b9aa5522dc92503be1e4,2
473007416f94e36de3cafe6912a2ef6a,1
4e5883840fa2845538d94c7586b9e1ae,1
5b5869df3c548e1b8659c93a1eda54f9,1
60598fd34d3759bceca035e1a975979e,2
641247de7117ead87b1625cd4c6b3dd7,3
66b7f2a9881a33d380ab9c65f7cb4c5f,1
66e8bbf9fb69b422baba63e8469adf46,3
69376c4d8190a0f4c0c38b944f3e37c6,1
6b36de3088dbec6be25b18f432469cff,4
87e4dcaa64c5ba1a49b70a4d01c0e352,3
8831089a66c38903263cdda1fc2be1d8,2
8c34d915d13987e6057a4082cbd894cc,2
8c77a9ea9b179d4bb1d223bbf409859c,2
92866847da4d3333df19427d79c313c5,3
941b7dfa521b0748d244f399c052563f,1
94b870350be55b32e187133a573f79ad,2
99ddeb8c01d355e8181d63d530ddeed7,1
9abe60f3a77972b4506beae0bf1bda7f,0
9de551ccd6834078279d8a44a97e5e0c,4
a01f1d08662468ffc3dbd47af4332fc6,1
a20995421feb3cdac462cb729aa36201,2
abb0bc2b0c54f256f1626f51a495b80b,2
b04ef858da0652f266522fe1e99a8a70,2
b3856bacf30888d647187638075ec7b8,2
b5c68f9ad874c326db4aaae4acfb3339,2
b90a96c62804eaa564da860cc24884d2,1
bbd55bb111f66f97098361655322b3df,3
bf3572f9e1698a65298a2a0b9797993d,0
c5163e628de0c576008dfa8a33df2a09,1
c5c45d9a1ef52e0d632bda0c4a9337a3,0
c7d8b153d95bfb9fabfe65982deb463d,1
d69e9e4ab60bba694b7e55f1e423e325,2
d7739753207abed7c9220fc27613d728,2
e8b1d3caed879b749a54d3b0d487613a,2
eb7d95a537824392576271293de02065,2
ee167e5074f18eb933e1e86bf489e7bd,2
ee7c796ea54fff6ae171897bbc1730e3,1
f1e3e5399ba91c0ce307eab543bc71ea,1
f29613ac6cd311b3ae3e2d08b6e7297c,1
f41663f80f332162e092df69083ddf6e,2
f4465a2fdeda22177093497f2b1b00ef,1
f6f37add2a2fccc9cd5c0b7a481ab866,2
4caa69b81f274a68aeeaf624173b2d90,1
9e2b903e0a513082454db76fda48a591,1
00b7302693084386481b888dc75c20eb,2
5048b1f95b6b1ee16747fa5bc25fe8b8,1
6fa18a4d5abca28091ba7b16c5938f4f,0
01dcfc2f043d7056e7ecad6d926803dd,1
1440dfd22236d8cc7b4da7c5d51a4d6a,2
1759d37d73a77709ccfc381f51fc3e46,1
1a16cb2dc19db48803c6401e8beac609,1
1e2071dfe0f7410620eea5189e72357e,1
2bb0c7cf5ccddb3be7d9a2abd8b4d290,2
482c1d0db86daba29105f0bacd7057c8,2
784f90f4b1defb280db1bdf4c5eaf7cd,1
7b538001ca04f521670c809c459aeab5,1
7d461cd80ea350b1a063cd3d07571979,1
b159b9a41633ed6e40007360130eae78,1
b629effc669f18c63b998e61aaef3551,1
e30d75aec79ecc9d7890b443f8c56c98,1
e5476edca1d757aea6b36fa0213c3ae2,2
e902893ccadf4f21e927f844b9193a8a,1
feecfe94855e2763b9e9a8f4a1fe073e,1
0ab26476f0142cca832a2ad9f8993c67,1
0e4ff0a8bdde4163354ced1ba6d6bec4,1
4f83d8a479384ea330d8920ddc879af4,1
b79740bb4178fd67445fb49c92463cf8,1
dd5282745ffa86fb1245589291e2ef9e,1
f2515d9b8014d3d00a65f66c0586fbe0,0
1ee5cefc7f2a1c71f49e1fa9a860371e,1
2ae6d2b4f35a691febec928258a261b6,1
3665e2127e1f1d311cda8d31c10d0090,1
383e6323a669caec45e5b46aa1a3b156,1
4e49b5713a391db2b39d0fc3cce72c66,1
63e8e2fd9fba1fbbe2a5ac1ca69936a4,1
74d1b050f2c5dfd24e10fe8b8bdd841c,0
7674ccc509b51323f7c5512d7c8c028f,1
8516540ab20f11fb4073c5d689f4d193,1
8b8ed9571ca1789a0c0b974253f02535,0
91e232e62411714180b28ff4e37fcf38,2
9bc6c598bb004f74547728f76940b90a,4
d77c27ee6c6ee43c48b0b32a537ae5c6,1
e71194bd4d1bdc6e9432c9f7dd572d3a,3
ee954e23760d2310676be0d3214fcc3e,1
fcf9ef2ad77d657c608b021a30717656,1
ffa1207dd04e1f0b25fdce446e7dd113,1
d2a6edcf42a2e7b670823405c120e104,1
10f0e076a60183c9c4f831cf045c8396,2
13b901ecbb1983ee1dc82247c264252d,2
1fb7b2ad9eb437bfe8ad012cb952d78d,1
331e287046dbe38ad241705b928e0c79,2
413e7ecda9b0016ca97275780ff96884,3
44bc32d16fc49bd45d0da3287d50324e,1
4520855ccacafed50daa9fdd8dee416a,2
4fc750cf09db007d2ee94e5f20c80073,1
53422cf52e22a3c20e7ed82795bdd937,2
60634d414f96c9012d922e5c99c4fb33,1
8ec97119424d600edfbc27dd49f6e1b3,3
953b7a83b4ea6817fde2e587b3fd84c8,1
a10ef562f3d717b9cbd1ea38cfdb9953,1
ba20e37820f0c67aa384801ca52ad132,2
bdc557cf55e39fdd79d7da0e05d2811e,2
c7b0104edcfa1479ffe25bfd0351d5ff,3
cdb535f1283b56fca84eccc3eeeece2d,1
ceb5ab59fdd2396011ff9f98450ef686,1
cf4fac6869a07dd68fd760aefb561d70,2
ec7d48b25cc3b426f9f96aad8a871aae,1
5a5c2929d2b9fffa4b9ce8a408218861,1
896a0c1ef201cbdb61be01b36660f14a,0
ddf71cb33863c83039c2f2398b7e0772,0
7239b15a921068e7da19e6d06bfa213b,1
018f2d7b5a82f4f8790320455a5452af,1
0db821a62f373ee68a98e21ddb2d3965,1
1bd1da2b272663e4a1df281496b42c73,1
8c621c27cc30acb10d78002e8a86c9e2,1
93ff0a85f9db15ee4efe7a27db4e2b06,0
b65d843c9b9944fcc15772f03830829d,1
eed1e40157ca39b17e01e2660b9b7613,1
6becb758f51253fe1edc3660c6c96d1b,1
06b743ded926d92d2faacdaadb8ab79e,3
1c311d0ee6ee0b0f351da8f26d6aeb7e,2
3ddd3c989c7f161b95903d1c9326f8e3,2
5789fd2116d6f15f359912ae42cb5a07,2
901b7ce1ec0672d36b1a3a8e76cea11b,4
9a244a27122eb360403bb7b8237aaa47,2
a2581c5842200f696e6db6b507493605,3
ae00cbdceb3dd3837dea5adf24e2407d,2
f45526df5ad6f4a9dcdcfabd439a87d0,2
01340f530e30464be3bb043db2753f04,1
2196fed3eca79282c0c2d116929ef8b2,2
7a0a1574dafe57c740d455011ad2158b,1
8261040c33420a8109263d81913ece5b,2
c4b43e8f7ea7e93f6e3628e636dba99a,1
d096c1c5b555cb929dfa4f8e5602aab2,2
1462e1f5731726b843c3a4ea7828fc51,1
1b7ef3095f0d93b57962fb4b11077dc5,1
359da9762659caf6cd576682d7458c79,1
5712a7d109f6398a80fd05316aad72bc,0
588d226d3be8c18d9507390726802753,2
6b89d198cca650b82616027e7180c790,1
a40a5131cd38bac4ac92b4fd8b2de9dd,0
b43ae3d94de7a8556cea4e3678e5f042,2
c18b9ada7f671bc6f4fbfe532cc41acf,1
da242b7b53edf6a14c351788b98ba1bc,2
e5c4538534e0e99ec84ba1b38fe1ea30,2
0f0d0164a3475a3f1d3167c1d552caa3,1
154031a281219a462ad65b13482f3c21,1
1b50ecf8981642f36a4361c9fac0ca73,1
2b89071871315465f05634f92b5b9db3,1
54b74b16bb6d33ec1e8c2f66f0b4ef0c,0
62b6ed6c4db038252d34dfb7c5878d1b,1
79bd621ec8dda9fac2b48b77d8b00569,0
8cc170cd3f81d759c7f8c8155777392d,1
b3d810f505bc103c00a24dda5457b909,1
ba9e9a9b4ba066f516f226ba7560b5f0,2
e05b27b36ec8c32d856368f3bbe0d537,2
e5bebfbe28fd451f3dc0040570187e22,2
27cf5d1f4198a8c92eecf41cb1544e6f,1
a65c8cec343aed6d929d3ef70f75ec87,7
60d7c986625f7ce6b5346686cefa09d4,3
6d6f483ee69d0269e5fa2e27b6e8b2b2,3
83a0565735215fbc6280056e30c5a003,1
6ee4ba42d921d66c6fb01e07f9c6e7b9,7
735a144ddbaef87806cdfe43afc3d85c,1
c0ed11126c9226a09a4cc28c91e6fd50,2
f28d3698d0a48048187911bab8f14157,10
079683e5e3fae21df06d6bb39d9fd1ed,0
0c76656eba7f06895bb737a21ef64207,2
25bf14eb347cda7dd871dadbef024d27,1
283a295214f6ee3ed759a09123a7fb9b,1
3420199700314b569951c38f08da68cc,1
424dee10a3df4b87904dd1b2049fe03b,1
45b32e0591ede183ce9c8c968bdfd6b2,1
49543a509e3d9c4e37a7f81450b31b91,2
54eaac0424d830dea3e5c87e70dfd1d1,3
552eb16072f813cac1d1bffe33b63edb,2
5ef1acfb8dc486c7f68ac748ac65ced0,1
5f9062705095aa54c5d5580ad64892eb,2
65d6fe0985de7c8c968bced71d5c75c1,1
7716cbc3c6afecb31a75e7642e801f03,1
778f08edc0c4f92ba0a5751fa1bcf3af,3
7a965182f1703c0662d4a5ff8220d691,2
8527c3ac95e827bf284272694d39621c,1
87b99acbd69fce31c24befae03ab6359,3
8a41f64cf01682e576239898a8053190,4
8f7157b3ece568493b683d9f603882d6,0
92bce85066cf0c2e3d0949c34441cde0,1
9499a51bc440f0a52e1c77686a60c747,1
a0304e42c78bca7d0355152cb5726da7,3
a0d63f3c7ad327e09743bea00fcbdff5,3
a0dcae456931043bc95ec4bc63a183c4,1
a18002959f0622533354b7f5ee130c4d,1
a1ccd86312da006c33e81f996b9e1ba5,3
aebf8c5a813a7f75caac79f92e0ffe55,1
b9c5da5367914b8f6404968b469be311,1
bc57690fa7537ffea40abdbb63834f94,0
c9d755f10111c7f09245fbca685dd211,3
cdec6faf7d57db2267fe2a2e40c5eab2,0
d33ba9ca056278464eeb6c8d26f90710,0
dbb9944d374c6204d41c10641dea3daf,2
dc92fa7a6a4e48c131f0af472905b4c4,2
dde05434bace77332035522002e91701,3
e4b4c9cb5d33b5f6cebec777131279c1,1
2ff34808cd285c9284e33fbd4ecde5d8,1
38faf89f7b23cc34f9b35afdbd1f6b9b,2
57c674873bbccbc3e8a37623907fe438,2
7a9aff4442065009b12bc99462bba9e9,1
819ded6183377302b86e2b13ea6f00c2,3
84478f761dc9af9f375a7af65a972839,2
8e910300a9dc5c6973b28f49b9f78b54,1
95536134c67b2224f31fd5dbda6a5ae4,3
9dd66cccbabd564f06ddf4bf49fbceb2,3
9ec9b79741d1e013ed81e9641a7be8a9,4
b425d08dc76f0bbbeb7f0b88551ed0ee,2
c8fe1d1efcf23c0a1f35b964af515ef9,2
e04170e4c31e0625bd9fb4b4df657d69,2
e92ccc02a7b0e3d684860749e82e78f0,3
0c7a93865aecf61ff7faf2e8c058566e,1
0cdd3f73f19b02787c55cc2f7e67b5a5,3
0e1f17d0a31670f70df1af64c639565a,3
2bb4771fe2d03d81b39cdf169c0443d2,1
41214362ea5a648368e1f63291cfadb4,2
4295f75dcb732e614211b56ddfb09ced,2
4dede10c65cc91bb8376efb599fc3fbe,1
4e15cd19547d194973f4da17011657d3,1
65ae696bf4940c90a0fe1742aba49735,1
6e36472d8d78c7389a327e5273d45985,1
ccce1a964a26d61f919d801072b38ab0,3
e4d14662edb2d026f8800a5cf3bbfc96,3
ebe7425732217292d5b1e2578d2e3fb6,1
f4d67ba935826aea06e4aa04663a2d9a,5
f5658c23c6ac4e948d3dfadb99b66ad5,2
16f6cb4e93436cd4e8041ab9a411edd1,2
1d7cec9a859fd5e268c90b32360b0c26,1
261b0da49227d4b4c6a95e8ddd47df3c,2
33d47fd72608fae4ef8204bd61e765da,5
3463ed2ee29ef601d42d1beb7563985a,3
58ba9571ca413a9efc522c1d943bddb3,1
8ed73cb36fe084db2371c9c8e76db955,1
b0e9026dce9cd5461e05e4dc88b99e13,4
ba1ff62f6911e4ec4447df075cf1598c,3
be3851337dc01b13172b82c4ca9713c8,1
e3db054ebc671b7e1888ac000377b000,1
15eb22036e8a3b71de218e73aad39092,6
19bde0c33a6fd79321bfd3b4148e7270,3
34f11452e0b50d74b1a7a7d213bd4ae4,3
41e1d193c62149e0074d70af1113ec2a,2
5212bfa96574ff72d8a64d4024500172,3
797a224e2b50577b616d5683d96825c6,3
a58d5d2be9bd01f293e95ed09397268c,6
60bc7780c926f4234ff1decaf16d927f,2
74feacb2ad4938093f131421b118b324,1
cdf11f3753d80745c589df3f48171826,1
e55423c31d37ddee207553ca501cc92c,1
22a9b5c2c5a95592ae5208bfa4a4de82,5
1fb0f67849d9daf42765588d73515364,0
a7ac3009164d2f240271c8bde970c739,1
bf168d4b355c88a88808a81bd94c7f59,1
c4078c3bf768e8a913f52887800e600b,1
d5c9d762d145145705d6a6f4f0c4fb07,2
ed08a4c935049ecdc5c9328222155eb1,1
5638b32adf0f7125e87dc7b8ab334b92,0
e9b2b8b7cc002df8b7fdf36cd4ad72f5,3
eb28d647ca4bf374b9be7863b60f188d,9
00f04e741b817a5e3aceca894bac6179,3
012ef60a1621616af4080678e47f958a,2
07f7e8178353609bcc6ee13692f40460,1
0b5c618c8280c9121359b106231ad77f,1
0d8aec2516a4962f05cc9a255a2282d9,2
0dd72d8bb5ec4507a984c5b5b38a5b3e,3
0fc0d870b40c3f7115bdbd781526f8ee,1
0fff5e3a0d36b19f712168aec3adec30,1
108b92e89a82afb5bfbcee9714ea231c,3
11d62f6e46dc6039e84745804cc99c18,2
11e415bf77b64273681a02086c5cf84c,2
11f2d2830aa82f2c4983af353646625b,1
123545ab79c5e6041695554bc8fc332d,3
12809cd5e894ef9edd21718fec8705da,2
12d7529a027c8e50c6864c1055c256cc,3
13e70aaf25eb8dd898f7bd1c3017d1e3,2
140d696b2993a8e1968a2aac3c18c786,2
190101b87bbb5427954dafe042aaebd0,2
1b89f2b5791031e44663759d4b0c693d,1
1bdc780520393e93b045eb455f3fcc2b,1
20972880eadf8709a5436561268ebfcf,2
22e2c976019b722bd93bdec528743156,1
2359f8a7de90fcaa428e1d76fa6f0acc,2
32f03f66b6a8b02c36c5bf49b0d0139f,0
334dac33206b7dbe01b2c93f8f69de4d,1
3439ef8dee6f2626b244052ab3485fe6,2
37cef5957e477a6cd2323741a67311c8,2
38b9ec96143c721efc08578df6929e58,1
39d74d05655929fb7f6bfe1106456bdc,2
3a3381cc6dbab2210aac066b9f901be6,2
3b92e74d16c69bf5dbb5752ebfff0a36,2
3c16857f8f280e6124f5ebff420f98e7,2
3c57331cf5fb770fe7a109548f17d9bf,1
404cf54c4798b8400b17a66085607745,1
40e755d02ca2d97a1c9377d1d9032ac7,2
42582b018df785b1114c4911d9ac22e3,2
42be9d7f49b5bff8324d36cf3601ac33,2
4425bdbbfd4f4d205b1227d394e78603,2
47ef8ea331708b93881004471ae0c687,1
4cdadc663ac8265e9e1d4bb2d8f22b8b,1
4e3b2c8b3670506afd3f7aba6621bb96,3
4ffabd0c320dd092d04859e597429bb2,1
50b16cd691b3af3072ad6e1830510ac1,2
52435960c4b208cacad9749c72a209c1,1
52a5eb7785e4f6e986d22e97529ade9d,2
572a46427486825d1c6a96601bd8d70e,4
5a0165470c2e06f7e3041683b6c6b960,2
5b2af19fe34a2b2f9dbbfb262280ac64,1
5cdbeab592a173d9d23a9562334dc0b0,0
649baf0fbb9ab2b7db14525d455d44a9,3
6fa21abf6e94f5020a5853f787d2f3d0,2
7285239afea7b88e36286bf2bbd6e168,1
770bd21eb9aa26dad62307aac4de9160,2
7848f55df380e28bd9b27707d895530b,2
797cca5cd0c37411dd78eaa2fe4dca12,1
7a6db4f4da3dec60c358a7b45ffd9ccc,2
7ade26af762ea6527b1a88da57b10554,2
7f56bb4c417a82ebfb7a1015e91e2bfd,2
80f814760b4d593b7525d74d301007a2,1
88821f69b1f5d2ff2e3ed0ac540f9e6e,2
8b3f9b7adae3f83094b12e496ccfb85e,1
8b8728cf2eadb92f812cae97a27d4632,1
8ca7454416ada904bd98b64fdb1ca97d,1
8f000ca5f1b0c0ee68b89fcd0995f4fc,0
8f04a69b5b19288077204d65e938d549,0
90a7c0ffb0f93cc7af9eb7f64bb8ab13,2
91e318cec2585c0b26efc0c4c3d8c7d1,1
9234d83392a28abd5658e12b54c4f833,1
94a19160e06e659e89cc7cc7f7496e6c,4
988630edca57ac36e3f44b3677a96c59,1
9cfb55a8d159ea93454676607c823a18,1
a247079bdfc6eadb61a76bc62bd9b962,3
a2645c99380308c5a2fd2f528e55676a,1
a3f294f82c187229fbc2775ff7190499,1
a521c9ba1cd50c5475c5e80d5defcd1f,2
a9367d8bc2fe3657bc127b23bd572f9c,1
ab496586c086661eb01b96aad59f8211,2
aef365ea2318a398b3c1d3cefb520a19,3
b1318a0277469e12517be891aee44d76,2
b4dc6c5e542ca9afa8f5f4e0e4a9cf6b,3
b9ae9869a5a9daec6a6a78724d51720d,1
ba12836fd715691567c564e475176a1f,2
bc6b6d9c0d9c6f1464d1dabd2a3776eb,2
be0eb2487229257db5af75f076973f4a,7
c05d21276f73b547c719cce71f9fa212,1
c19507abb9e6b03f4922f0b515675250,1
c65df841b04e31e31e5b631a29f871cd,1
c6f75f13323bbf81284cd8a93ed245a3,1
c88be613a03a033243e5aa38d8ab175b,1
c9aa9cb9e52b6185f0a3dbc584364f32,2
c9c0540355631e4e9cf3ffd5b48f0058,1
cb5629039a01fb9aaba6fa783861c16d,1
cfe5ea5beaf1c35b969659eef181ede8,1
d27ab7a90ddee03d92f8efe0d814b226,3
d4f8c15f6afb6bd825cd671c3cca368f,1
d82692d3a8e0400bf9a347afbeb18128,2
d89926d22a77aba5c87fdbd8054b5997,1
da78e3dbf45501a7067ff323fcaa0718,2
de52c445f2e14ce2004333bfa157856b,0
e430191cff07a9bb08234ce2187f34af,2
ea0c11356acf19580e820d7eabe5c392,2
ea0f3a5453bbbcf9136f6ce8e0cd5d3a,1
f36c677b4ecf7ee982cf6af076b1d80d,2
f41253687492f90f3a8872d75decce08,0
f496949cc8a2085ffb8681e2a364e3cc,3
fa1ca9b63226ff4684884ae8ad2d3601,2
fc820b1f24397e1cd1c62b0a83ee46a5,3
8e230f17f2e3e1ce4353fbd1344a64fb,2
a2ab9971c4df8f08c9621bfcc044c7f0,2
f85a296dbd1a3b5093dfe7ff4321c253,3
0e568e820bdb5141121d9c0124683978,2
388b14aa047dda0ce33d8e4fc5901271,1
43534027e52f259c42741c67f96e55c7,1
693b30e721c631429376357acbc3cbf8,2
781399b2fcdc638af00b968589bb72c8,1
81c55480544d670ac3699a49776ba3b8,1
98afbdae76bf1113463ef8292a4a42e7,3
be8775d083677c3149fe9c2e3dff5336,1
c29d0cf0fb74eda2c9e2cfa7f25c1941,3
0a214c1835716726f8d3d905f778c89b,4
11482890615639e00c4d4d55d8f47826,1
130c0c6a35692aa504edbb6963e52926,5
